prefLabel@es,term_id
High cycle stress,LT6059593
Higher notch,LT4823109
Higher stress concentration,LT4017379
Historic change,LT9287701
Horizontal nodal force,LT9582300
Horizontal wave,LT3356247
Hose assembly,LT1406641
Hot Galvanizing,LT4990871
Hull Girder,LT5025658
Hull Girder Ultimate,LT2746870
Hull Girder strength,LT9499433
Hull form,LT2282423
Hull girder,LT1627216
Hull girder shear,LT7143820
Hull girder transverse,LT5101999
Hull support structure,LT4552607
Hydrocarbon piping,LT5710798
Hydrophilic emulsifier,LT3254809
Hydrostatic Test,LT8273587
Hydrostatic data,LT1700884
IACS Rec,LT5707174
IACS Ur,LT3770873
IACS rec,LT8469833
IACS recommendation,LT5310631
IEC standard,LT2197041
IGC Code,LT2337522
IIW block,LT1228314
IIW calibration block,LT7274703
IMO Msc,LT7222911
IMO Re,LT6798510
IMO chemical,LT3088289
IMO chemical type,LT9481876
IMO circular,LT1467938
INDIVIDUAL Foundation,LT3237861
IQI on film,LT8368868
IQI on source,LT2997118
IQI value,LT8491473
ISO STRENGTH Rating,LT4590847
ISO container,LT5047030
ISO socket,LT6246958
ISO strength rating,LT5450896
Ice,LT7729224
Ice interaction load,LT3229877
Ice load,LT8516207
Ice strengthening of propulsion,LT2146459
Illustrations of hydraulic system,LT4192939
Image Quality Class,LT9998311
Immersion time,LT7076472
Imperfection Sensitivity,LT6043906
Important equipment,LT9536077
Independent assessment,LT3286360
Induction hardening,LT4669074
Influence from stress concentration,LT4540714
Influence of component size,LT7592939
Informative reference,LT6423688
Initial metacentric height,LT3732766
Initial verification,LT4609233
Inner contact point,LT5700249
Inner diameter,LT2544673
Inspection in accordance,LT8648682
Intact stability,LT5666964
Intact stability regulation,LT3081683
Integrated plating,LT8909959
Intermediate shaft,LT2673516
Intermediate shaft flange fillet,LT3917366
Internal imperfection,LT9817203
Internal lashing,LT1112617
Internal pressure,LT6854939
Iso,LT3830032
Journal fillet,LT3268430
KA K_,LT2233253
KA K_ Kv,LT1281696
KA norm,LT1864321
KN data,LT6085797
Kinematic oil viscosity,LT4368319
Kthick,LT7084704
LATERAL RIGID Support,LT9269405
LINEAR FE –,LT5232375
LNG tank,LT5143467
LOADING ON PROPELLER Hub,LT1982534
LOCAL STRUCTURE STRENGTH Analysis,LT4645783
LOW CYCLE FATIGUE Criterion,LT1818376
LSA Code,LT5067159
Large Deflection Analysis,LT2424020
Lateral pressure,LT2529487
Lateral pressure effects,LT5714756
Light ship,LT8604316
Lightship weight,LT4970858
Limit curve,LT2986416
Limit state,LT8281396
Limits of application,LT3740922
Linear Damage Rule,LT7228194
Linear Fe,LT7968518
Linear indication,LT3613703
Linear spring,LT6275942
Liquefied gas tanker,LT7068047
List of grain data,LT2258397
List of limit,LT7323973
Load application,LT5634763
Load case,LT8666599
Load combination,LT2110214
Load correction factor,LT6001807
Load transmission,LT4014436
Load variation,LT9306051
Loading,LT3678424
Loading computer,LT7852626
Loading computer system,LT1630857
Loading limitation,LT7908595
Loading pattern,LT8988056
Local buckling of stiffener,LT2646048
Local load distribution,LT7842329
Local structure strength analysis,LT3858125
Local tooth root,LT1059979
Long term stress,LT9960982
Longitudinal extent,LT1133424
Longitudinal force in way,LT2164046
Longitudinal racking force,LT3745916
Longitudinal slot,LT9923007
Low Cycle Criteria,LT1978522
Low Cycle Fatigue,LT5111276
Low cycle stress,LT5013308
Lower corner,LT1490341
Lux meter,LT8790722
MAGNETIC PARTICLE Testing,LT6013773
MAINTENANCE OF Class,LT2839902
METAL Coating,LT1447305
MIXED Stowage,LT6430948
MONITORING System,LT9651399
MPa,LT1480327
MSC circular,LT3737270
Machinery Cm,LT8384529
Magnetic field strength,LT9196419
Magnetic particle,LT9932459
Magnetic particle testing,LT5660605
Main engine,LT1366409
Maintenance of class,LT1680187
Maintenance of safety,LT5115541
Maintenance of safety equipment,LT5735789
Manual input for compartment,LT7666411
Manual input for permeability,LT3448979
Martensitic Stainless Steel,LT7701159
Material fatigue,LT9069071
Material parameter,LT5923170
Material property,LT7703807
Material thickness,LT9470551
Materials fatigue,LT8024067
Max Principal,LT1005604
Max SFLC,LT6269867
Maximum Gm,LT4181637
Maximum Kg,LT3383189
Maximum continuous power,LT4180689
Maximum draft,LT3428578
Maximum draught,LT3795671
Maximum dynamic stress,LT7802481
Maximum element size,LT1869877
Maximum grain,LT5027910
Maximum ice load,LT2730247
Maximum obtainable astern,LT3263043
Maximum permissible hole,LT1632717
Maximum permissible oversize,LT1331509
Maximum profile thickness,LT1384516
Maximum stress,LT3999335
Maximum trim,LT1931091
Maximum value,LT3165255
Mean stress influence,LT4017848
Mean stress influence factor,LT3754714
Measurement,LT4862349
Mesh,LT1744015
Mesh arrangement,LT4867066
Mesh property,LT1810413
Metal,LT5227620
Metallic coating,LT4855565
Method for fatigue analysis,LT3880799
Methodology,LT1819432
Midship cargo,LT9713619
Min Principal,LT8920962
Miner sum,LT7967453
Minimum Gm,LT9511676
Minimum angle,LT2164255
Minimum draft,LT5213014
Minimum draft midship,LT4568118
Minimum draught,LT2325173
Minimum requirement,LT7179999
Minimum shaft diameter,LT5341183
Minimum stress,LT2984900
Minimum thickness,LT9562857
Minimum value,LT6415368
Mises stress,LT7280760
Mo with _B,LT4578912
Mode interaction,LT3605959
Mode of failure,LT6508545
Model requirement,LT2056242
Modes of failure,LT7840574
Modified staircase method,LT5336550
Moment arm factor,LT2294942
Moment of inertia,LT6064509
Msc,LT5280252
Multiradii transition,LT6464630
NDT instruction,LT4814737
NDT method,LT5875723
NDT operator,LT9235090
NDT procedure,LT6211486
NORMATIVE Reference,LT9586395
Name of shipyard,LT4180915
Naval application,LT9438668
Naval ship code,LT9181953
Ne time,LT6300497
Net scantling,LT3370063
New installation,LT1035034
Nitriding steel,LT7405278
Nominal alternating,LT7597415
Nominal rim,LT3256367
Nominal stress sn,LT5205366
Nominal tangential load,LT5741413
Nominal thickness,LT1326576
Nominal torsional stress,LT7859463
Nominal wire diameter,LT6756080
Normative reference,LT5251329
Notch,LT4361206
Notch influence,LT7686702
Notch radius,LT6475572
Notch sensitivity,LT5098075
Notch sensitivity factor,LT3113352
Number of blade,LT7637431
Number of different load,LT3534257
Number of frame,LT6997699
Number of frame space,LT7016350
Number of indication,LT8711463
Number of layer,LT6705315
Number of nodal point,LT6112713
Number of propeller blade,LT8923364
Numerical approach,LT7930846
Nx stress,LT2093064
OD notch,LT8635654
OD surface,LT5458611
OIL Bore,LT1826135
Offshore Classification,LT8144887
Offshore installation,LT8067534
Offshore unit,LT9190455
Oil distribution shaft,LT1397376
Oil film,LT7224339
Open propeller,LT9706157
Operational requirement,LT6777925
Optical density,LT4472412
Optional class notation,LT9066524
Outlet of crankpin,LT2227198
Outlet of crankpin oil,LT8512306
Outlet of journal,LT5845035
Overall buckling,LT5275484
Overall performance Test,LT4075306
Overlap beam element,LT4580581
PROPULSION MACHINERY Subject,LT7824712
PULS code,LT4602561
Palmgren – Miner,LT3062678
Panels Subjected,LT9325403
Parent material thickness,LT3294033
Partial ship analysis,LT2204185
Passenger vessel,LT8859829
Peak stress,LT1520469
Penetrant material,LT9380628
Penetrant testing,LT8572337
Penetrated thickness,LT5170092
Penetration time,LT5545599
Perform internal inspection,LT6983392
Permanent deformation,LT5165857
Permissible contact stress,LT1495833
Permissible high cycle,LT7969073
Permissible low cycle,LT9446817
Permissible tooth root stress,LT4491143
Permissible torsional vibration,LT7347460
Personnel qualification,LT7367460
Phase control,LT9204040
Photo chromatic,LT6593330
Physical Science,LT9117545
Pinion,LT3427904
Pinion tooth root,LT8379846
Pitch angle,LT9684921
Pitch ratio,LT4965612
Planar discontinuity,LT8031821
Plastic hinge,LT3260681
Plate Buckling,LT7094819
Plate Panel,LT2588268
Plate response,LT4568598
Podded propulsors,LT7225932
Port regulation,LT2560756
Portable container,LT4654604
Post cleaning,LT3557190
Preparation of CM program,LT4696476
Preparation of surface,LT7367629
Pressure crude oil,LT5332337
Pressure gas line,LT8238992
Pressure vessel,LT9338091
Primary Gain,LT9700491
Principles of calculation,LT6556158
Probability density,LT1321371
Probability density function,LT6833916
Probability function,LT8333302
Probe angle,LT6073453
Probe index,LT9506209
Probe movement,LT5107402
Profile camber,LT7930921
Profile thickness,LT6463724
Program Description,LT3413434
Program description,LT5354317
Proof Load,LT4503170
Propeller,LT4531073
Propeller Blade,LT8150467
Propeller blade,LT2002194
Propeller blade force,LT9174050
Propeller blade plastic,LT1505187
Propeller blade strength assessment,LT1157416
Propeller damping,LT8205938
Propeller diameter,LT8710000
Propeller flange,LT4975097
Propeller hub,LT5336740
Propeller radius,LT1559483
Propeller revolution,LT6179987
Propeller shaft,LT1595534
Proportional load history,LT7633679
Propulsion,LT5871688
Psd,LT6574148
Pseudo velocity,LT1538789
Quality Indicator,LT4547258
Quality assurance,LT6830566
Quality assurance system,LT8878660
Quality class,LT3431111
Quality level,LT3204448
REQUEST Form,LT4009500
RG for journal,LT7669250
RH for crankpin,LT3552224
RH with RG,LT8837508
ROOT Area,LT2915517
RU SHIP Pt,LT6518950
Rack tooth root,LT9046480
Racking force,LT6610360
Racking resilience,LT7827302
Radial hole,LT6394422
Radial location,LT1044724
Radiation source,LT1773454
Radiographic testing,LT8834203
Range F –,LT4440957
Range M –,LT9146736
Range of validity,LT1193604
Ratio between width,LT9762686
Recognised standard,LT2068748
Recommended manner for element,LT1800250
Reduction factor,LT6929383
Reduction gear,LT5440182
Reference location of element,LT5170205
Reference stress,LT3056611
Refrigeration system,LT2585479
Regular panel,LT4666468
Regulation,LT5536128
Relative damping,LT3983854
Relative notch sensitivity factor,LT4044277
Relative radius,LT2917065
Relative reduction of fatigue,LT9762669
Relative surface condition factor,LT8648692
Relevant dimension,LT8624147
Relevant load,LT5202894
Relevant material data,LT3542238
Reliable values for material,LT7342224
Remedial measure,LT3095127
Repair,LT9728432
Repair Quality,LT6943653
Repetitive nominal peak,LT5699041
Reporting requirement,LT3765788
Required safety factor,LT6948093
Requirements for equipment,LT1504131
Requirements for personnel,LT7765911
Requirements for repair,LT5356537
Rescue boat,LT6280618
Residual Gm,LT7200185
Resonance tester,LT8690705
Response curve,LT1744433
Responsible for invoice,LT4615527
Retention of class,LT3484826
Review of safety,LT4553288
Rigid link,LT2124535
Risk,LT5752949
Risk analysis,LT1423699
Root fillet,LT7764934
Root fillet radius,LT1516053
Rotational boundary support,LT6194248
Rotational edge,LT4194879
Rotational speed,LT9710378
Rotational spring,LT3087436
Rule reference,LT6464962
Rules for Classification,LT6392342
SCF in IACS Ur,LT6880248
SECURING Arrangement,LT1603020
SER,LT2884446
SF target,LT5291712
SHAFT DESIGN AGAINST Fatigue,LT3635745
SHIP Description,LT4361315
SHIP Pt,LT5891354
SHIP RU Pt,LT3337741
SHIP STRUCTURAL Analysis,LT3255929
SI Ii,LT9352428
SN curve,LT2225238
SOLAS,LT8140466
SOLAS Ii,LT5471998
SOLAS Iv,LT8959482
SOLAS Reg,LT2326964
SOLAS regulation,LT9842750
SPECIAL Container,LT7036048
SPECIFIC Vessel,LT4589827
SRTP system assessment,LT9166226
SRTP system concept,LT1451805
SRtP,LT5197477
SRtP Test,LT6348446
SRtP casualty,LT4658895
SRtP compliance,LT2985858
SRtP compliant,LT7779538
SRtP design,LT4434353
SRtP document,LT7264424
SRtP documentation,LT2531345
SRtP process,LT7721457
SRtP range,LT6406828
SRtP regulation,LT1101425
SRtP requirement,LT3133163
SRtP system,LT4111998
SRtP test strategy,LT2892143
STRUCTURAL Configuration,LT6982244
SWL,LT9553155
SWL value,LT3400945
Safe Area,LT6814614
Safe Return,LT3985516
Safety,LT6656399
Safety factor,LT1138106
Scan plan,LT9405794
Scantlings assessment,LT6322924
Schematic,LT6366717
Schematic illustration,LT4629330
Screen Height,LT3863956
Seagoing condition,LT9168229
Sec,LT1622723
Secondary stiffener,LT3144154
Section,LT9737016
Securing,LT9734438
See RU SHIP Pt,LT5566623
Select frequency,LT8891405
Selected probe,LT8028129
Selection of safety,LT3274911
Selection of testing method,LT4262064
Sensitivity level,LT4010994
Service supplier,LT3825144
Servo cylinder,LT8150632
Servo pressure,LT4317227
Shear,LT4763371
Shear Force distribution,LT4461869
Shear flow,LT8992394
Shear force,LT6918076
Shear force correction,LT6681016
Shear stress,LT7991144
Shell buckling,LT1110957
Shell element,LT4643907
Ship Hull,LT7776692
Ship Installation,LT3532080
Ship description,LT7398781
Ship hull,LT2274962
Ships and Class Guideline,LT3512814
Shock,LT5125485
Shock response spectrum,LT6633963
Shock testing,LT1186829
Shock testing machine,LT4510215
Shot peening,LT3172213
Shoulder fillet,LT7650082
Sign convention,LT5624565
Signal display,LT8466432
Simplified diameter,LT8883611
Simplified method,LT2534959
Simplified procedure,LT7494715
Single actuator,LT5119387
Singularities in membrane,LT9162044
Singularity truss,LT3005595
Site Test,LT3723703
Skew correction factor,LT9789813
Skewed propeller,LT1463299
Skip distance,LT2082818
Sleeve type,LT1492917
Slender structure,LT4819895
Small specimen,LT1669479
Smith method,LT8033149
Software,LT2174320
Software description,LT3228987
Software name,LT2562672
Software specification,LT9185348
Software version,LT4868404
Software version date,LT7010604
Special considerations – ship,LT3715697
Special container,LT8305847
Special shell,LT5807188
Specific calculation method,LT7354540
Spherical Shell,LT8092464
Spherical shell,LT3969399
Spindle torque,LT6182967
Spraying technique,LT7276927
Spring stiffness,LT9016610
Springer Verlag,LT6158887
Square groove,LT5731281
Stack,LT3590924
Stainless steel,LT6901461
Standard Practice for Casting,LT4039801
Standard mesh,LT3254955
Static strength,LT8012208
Static stress,LT7661036
Statutory Interpretation,LT1128318
Steel Forging,LT8831234
Steel and Aluminium Panel,LT2984310
Steel casting,LT7256367
Step calibration block,LT2508751
Step with Undercut,LT3994464
Stiffened Panel,LT2698803
Stiffener cross,LT8997864
Stiffener induced failure,LT8536699
Stored characteristic data,LT4942351
Stowage,LT7435793
Straight beam,LT5210378
Strength Criteria,LT6607795
Strength assessment,LT1115211
Strength evaluation,LT3313672
Stress amplitude,LT9717443
Stress averaging,LT3761514
Stress calculation,LT3664851
Stress concentration,LT2763998
Stress correction,LT8560449
Stress correction factor,LT4844258
Stress distribution,LT9534502
Stress gradient influence,LT9741297
Stress interaction effect,LT2910008
Stress level,LT7201052
Stress spectrum,LT1905912
Stresses in thin rim,LT4609770
Stroke peening,LT5760608
Structural Capacity,LT4642178
Structural analysis,LT8041438
Structural model,LT4250028
Structural modelling,LT4022930
Student Edition,LT2190259
Student edition,LT2293302
Submersion of shaft,LT6358969
Subsequent cleaning,LT3948036
Subsurface fatigue,LT1664225
Surface condition influence term,LT8185732
Surface element,LT3784712
Surface hardening,LT3643146
Surface preparation,LT3318601
Surface roughness,LT6172160
Surface treatment,LT9790539
Survey,LT5435982
System,LT4357647
System design philosophy,LT9639263
System piping,LT1700317
THERMAL Spraying,LT8513638
THICKNESS OF Propeller,LT9717296
TMCP material,LT9729354
TMCP steel,LT6897270
TOLERANCES OF Container,LT9200588
TORISPHERICAL Tank,LT2194646
TRANSIENT Vibration,LT4323934
TV camera,LT5021753
TV ideal,LT8821707
TV misf,LT6368004
TYPICAL SWL Value,LT5927414
Tank data,LT2422762
Tanker,LT5885163
Tanks for liquefied gas,LT9139706
Target hull girder,LT9154516
Target hull girder shear,LT5711269
Technique,LT4196771
Techniques for application,LT7264105
Test,LT2522031
Test Arrangement,LT3859183
Test Panel,LT7399233
Test calculation,LT1689307
Test emergency power supply,LT4474320
Test laboratory,LT5920632
Test severity,LT6306856
Testing of parent material,LT7855179
Testing volume,LT6132090
Theory fundamental,LT5377019
Thermal spraying,LT8236130
Thickness of plate,LT5557305
Thin rim factor,LT8167789
Thrust coefficient,LT6947321
Thruster,LT6690962
Tilting line,LT4483777
Timber on deck,LT4088253
Tip diameter,LT8276490
Tip relief,LT1734062
Tip thickness,LT7652016
Tooth form factor,LT3034678
Tooth root,LT8609273
Tooth stiffness constant,LT4414540
Torque coefficient,LT9998732
Torque induced force,LT2942618
Torsion box,LT1552823
Torsional Moment,LT8259208
Torsional buckling,LT7128307
Torsional stress,LT9907292
